date,policy,Restrict/Close,Opening (State),Deferring to County,Testing,Education,Health/Medical,Emergency Level,Transportation,Budget,Social Distancing,Other
23-Mar-20,"The Governor ordered all Delaware schools to remain closed through at least Friday, May 15, 2020.",Y,,,,,,,,,,
24-Mar-20,"The Governor issued the sixth modification to his State of Emergency declaration, moving Delawares presidential primary to June 2, and suspending residential foreclosures and evictions.",,,,,,,Y,,,,
25-Mar-20,The Governor announced a modified state of emergency requiring insurers not to cancel or fail to renew the insurance policies of those people and business facing economic impacts.,,,,,,,,,,,Y
26-Mar-20,The Governor announced the expansion of the Hospitality Emergency Loan Program (H.E.L.P.) to provide financial relief for additional industries impacted and makes personal care services businesses.,,,,,,,,,,,Y
26-Mar-20,"The Governor announced a new program to provide emergency housing assistance to renters affected by shutdowns, closures, layoffs, reduced work hours, or unpaid leave.",,,,,,,,,,,Y
27-Mar-20,"The Centers for Medicare & Medicaid Services (CMS) approved Delawares request for a Section 1135 Medicaid waiver. The approved waiver enables Delaware to provide flexibilities in Medicaid provider screening and enrollment, forgo certain pre-admission screening and annual resident review assessments, lift prior authorization requirements and extend fair hearing timelines",,,,,,,,,,,Y
29-Mar-20,"The Governor Sunday signed the seventh modification to his State of Emergency declaration, ordering all out-of-state travelers into Delaware to immediately self-quarantine for 14 days to fight the spread of COVID-19.",,,,,,,,Y,,,
30-Mar-20,"The Governor signed the eighth modification to his State of Emergency declaration, which allows child care programs in Delaware to be designated as emergency child care sites.",,,,,,,,,,,Y
1-Apr-20,"The Governor signed theninth modification to his State of Emergency declaration,further limiting public gatherings and ordering essential businesses to limit public gatherings to 10 people through May 15, or until the public health threat has been eliminated. The order includes public gatherings include weddings, funerals, and related activities.",Y,,,,,,,,,,
2-Apr-20,"The State of Delaware launched an online tool to connect Delawareans offering materials and supplies with organizations, medical providers and others in need of assistance.",,,,,,,,,,,Y
2-Apr-20,The Governor announced three dozen inmates who are employed in the James T. Vaughn Correctional Center garment shop began producing cotton face masks for the correctional system and first responders asThe Delaware Department of Correction.,,,,,,,,,,,Y
4-Apr-20,The Delaware Division of Public Health announced a new collaboration with the United Way of Delaware to increase call center services.,,,,,,,,,,,Y
5-Apr-20,"The Department of Health and Social Services (DHSS) announced that all walk-in access to its public offices will end beginning on Monday, April 6, 2020, customer service needs will be met by appointment, phone, e-mail or online. ",,,,,,,,,,,Y
6-Apr-20,"The Governor issued the tenth modification to his State of Emergency declaration, banning all short-term rental units  including vacation home rentals, hotels, motels, and condo rentals.",Y,,,,,,,,,,
8-Apr-20,The Delaware Division of Public Health (DPH) recommended residents should wear cloth face coverings in public settings where social distancing measures are difficult to maintain.,,,,,,,,,,,Y
10-Apr-20,"The Governor announced the extension of the State of Emergency declaration in place to limit the spread of COVID-19, and announced a partnership with the social network Nextdoor to keep Delawareans informed on the neighborhood level. ",,,,,,,,,,,Y
15-Apr-20,"The Governor issued the eleventh modification to his State of Emergency declaration, requiring stricter guidelines to prevent COVID-19 infections in nursing facilities and other long-term care facilities.",Y,,,,,,,,,,
23-Apr-20,"The Governor issued the twelfth modification to his State of Emergency declaration, which allows the Public Health Authority to activate more out-of-state health care workers.",,,,,,,,,,,Y
23-Apr-20,The Governor announced a statewide public engagement strategy focused on Delawares economic reopening and recovery effort.,,,,,,,,,,,Y
24-Apr-20,The Governor announced schools will be closed through the academic year. ,,,,,,,,,,,Y
25-Apr-20,"The Governor issued the thirteenth modification to his State of Emergency declaration, requiring Delawareans to wear face coverings in public settings, including in grocery stores, convenience stores, pharmacies, doctors offices, and on public transportation.",,,,,,,,,,,Y
30-Apr-20,"The Governor issued the fourteenth modification to his State of Emergency declaration, providing additional protections for Delaware renters and extending the application deadline for Delawares Senior School Property Tax Credit Program until June 1.",,,,,,,,,,,Y
3-May-20,"The Governor along with New York Governor Andrew M. Cuomo, New Jersey Governor Phil Murphy, Connecticut Governor Ned Lamont, Pennsylvania Governor Tom Wolf, Rhode Island Governor Gina Raimondo and Massachusetts Governor Charlie Baker announced a joint multi-state agreement to develop a regional supply chain for personal protective equipment, other medical equipment and testing.",,,,,,,,,,,Y
5-May-20,"The Governor announced a series of interim steps allowing small businesses retailers to resume limited operations effective 8:00 AM on Friday, May 8.",,,,,,,,,,,Y
5-May-20,The Governor announced a plan to test all residents and staff of Delaware long-term care facilities for COVID-19. ,,,,,,,,,,,Y
7-May-20,"The Governor signed the fifteenth modification to his State of Emergency declaration, rescheduling Delawares presidential primary to July 7.The Delaware Department of Elections will mail absentee ballot applications to all eligible voters for the presidential primary election.",,,,,,,,,,,Y
8-May-20,"The Governor announced June 1 as the target date for Phase I of Delawares economic reopening. Carney also extended Delawares State of Emergency declaration, including the stay-at-home order and its other modifications, through May 31.",,,,,,,,,,,Y
8-May-20,The Governor announced a significant expansion of Delawares statewide testing program for COVID-19 as Delaware moves toward Phase I of an economic reopening.,,,,,,,,,,,Y
10-May-20,"The Governor signed the sixteenth modification to his State of Emergency declaration, suspending end-of-year evaluations for educators, professional development requirements and assessments due to the suspension of the school year.",,,,,,,,,,,Y
11-May-20,"The Governor announcedThe Delaware Farmers Market Coalition, a group of market managers from across the state,The Delaware Department of Agriculture (DDA) is issuing protocols to help farmers markets safely begin opening starting May 15.",,,,,,,,,,,Y
12-May-20,"The Governor announced that the State of Delaware entered into an agreement with the nonpartisan research institution NORC at the University of Chicago to build Delawares statewide contact tracing program to contain COVID-19, limit Delawareans exposure to the disease, and restart Delawares economy.",,,,,,,,,,,Y
14-May-20,"The Governor announced that the State of Delaware will lift restrictions on Delaware beaches and community pools at 5:00 p.m. on Friday, May 22, subject to strict social distancing requirements and other restrictions. Ice cream shops and trucks will reopen with restrictions effective 5:00 p.m. this Friday, May 15.",,Y,,,,,,,,,
15-May-20,The Governor released guidance for Phase 1 of Delawares rolling reopening. Delawares Phase 1 reopening plan provides general and sector-specific guidance for Delawareans and Delaware businesses. Phase 1 of Delawares economic reopening will begin on June 1.,,Y,,,,,,,,,
18-May-20,The Governor issued guidance encouraging virtual services for churches and houses of worship while expanding their ability to conduct in-person services with restrictions.,,,,,,,,,,,Y
18-May-20,"The Governor announced a public strategy to plan for the safe reopening of Delaware school buildings. Three COVID-19 School Reopening Working Groups (Health and Wellness, Academics and Equity, and Operations and Services) will adviseThe Delaware Department of Education (DOE), Delaware school districts and charter schools on ways to safely and effectively reopen Delaware school buildings.",,Y,,,,,,,,,
19-May-20,The Governor announced additional interim steps for retail and restaurant businesses to expand operations by appointment beginning tomorrow; restaurants can apply to expand outdoor seating effective June 1.,,Y,,,,,,,,,
21-May-20," The Division of Public Health (DPH) announced it was awarded a $67 million Epidemiology Laboratory Capacity (ELC) grant from the Centers for Disease Control and Prevention to implement expanded testing capacity for COVID-19, and support the establishment of a modernized public health epidemiologic surveillance system.",,,,,,,,,,,Y
22-May-20,"The Governor issued an modificationto his State of Emergency declaration, formalizing steps to allow restaurants to expand outdoor seating capacity.",,Y,,,,,,,,,
22-May-20,The Governor launched an public education campaign with beach towns as Delaware beaches reopen.,,,,,,,,,,,Y
22-May-20,The Governor announced an proactive Community-based COVID-19 testing strategy working with partners state-wide.,,,,,,,,,,,Y
26-May-20,The Governor announced the state will lift the ban on short-term rental units and the mandatory 14-day quarantine for out-of-state travelers on June 1.,,Y,,,,,,,,,
29-May-20,The Governor issued guidance for summer camps and summer school as Delaware continues a rolling reopening of the economy.,,Y,,,,,,,,,
1-Jun-20,The Governor issued an executive order creating a Pandemic Resurgence Advisory Committee (PRAC) to plan for a potential resurgence of COVID-19 in fall 2020.,,,,,,,,,,,Y
2-Jun-20,"The Governor announced that Phase 2 of Delawares economic reopening will begin at 8:00 a.m. on Monday June 15. Retail establishments, restaurants and other businesses that were permitted to open at 30 percent of stated fire capacity in Phase 1 may expand to 60 percent of stated fire occupancy in Phase 2.",,Y,,,,,,,,,
6-Jun-20,The Governor extended the State of Emergency declaration in place to limit the spread of COVID-19.,Y,,,,,,,,,,
19-Jun-20,"The Governor issued the 22nd modification to his State of Emergency Order, permitting an expansion of youth sports activities and personal care services to 60 percent if safety guidelines.",,Y,,,,,,,,,
